TRADEDATE,AFLT,CHMF,GAZP,GMKN,HYDR,IMOEX,LKOH,MAGN,MGNT,MTSS,NLMK,POLY,ROSN,SBER,SBERP,SNGSP,TATN,VTBR,YNDX
2016-10-10,115.8,808.9,139.1,9406.0,0.7631,2001.1,3077.5,29.0,10491.0,232.55,87.85,662.0,361.0,151.27,113.4,30.13,325.85,0.07076,1352.5
2016-10-11,121.9,817.0,138.98,9450.0,0.766,2001.42,3104.0,29.0,10351.0,231.95,85.86,654.0,362.05,151.3,113.9,29.695,327.95,0.0702,1350.5
2016-10-12,119.4,816.5,138.07,9432.0,0.769,1993.35,3117.5,28.985,10245.0,232.4,86.75,650.0,363.15,149.2,112.32,30.095,326.9,0.0691,1290.0
2016-10-13,116.45,810.7,137.47,9400.0,0.7582,1976.37,3084.5,28.755,10219.0,221.75,87.9,664.5,359.4,146.09,110.65,30.195,330.6,0.06869,1231.0
2016-10-14,116.0,808.0,136.2,9390.0,0.7555,1966.39,3064.0,28.45,10144.0,219.45,87.04,656.0,353.85,146.73,110.6,30.495,328.5,0.0678,1212.0
2016-10-17,118.92,820.1,135.57,9250.0,0.7677,1956.95,3030.0,29.28,10100.0,219.45,90.02,654.5,348.0,146.46,110.19,30.54,329.05,0.06756,1186.0
2016-10-18,118.07,800.0,135.81,9364.0,0.7659,1969.11,3050.0,28.93,10535.0,220.15,90.37,682.5,345.75,147.74,110.92,30.24,333.8,0.06805,1228.5
2016-10-19,120.22,815.0,135.49,9269.0,0.7958,1967.5,3048.0,28.56,10567.0,218.8,90.0,679.5,345.1,148.6,111.86,29.55,331.4,0.0687,1238.5
2016-10-20,124.0,821.5,134.72,9200.0,0.8063,1957.09,3037.5,28.44,10605.0,218.8,89.93,683.0,342.8,148.26,111.37,29.7,331.5,0.06715,1234.0
2016-10-21,126.69,827.2,134.96,9376.0,0.79,1957.7,3071.0,28.21,10525.0,217.6,87.71,675.0,344.3,148.42,111.75,29.425,331.3,0.06753,1213.5
2016-10-24,129.99,830.4,135.05,9250.0,0.7974,1962.79,3094.5,28.405,10526.0,217.3,89.61,677.0,347.75,149.15,112.2,29.0,331.0,0.06879,1221.0
2016-10-25,128.67,825.0,135.3,9304.0,0.8205,1977.19,3098.0,28.65,10430.0,217.45,91.9,675.0,348.7,151.57,112.82,29.515,338.95,0.06925,1222.5
2016-10-26,128.12,855.7,135.32,9307.0,0.8098,1974.81,3081.5,29.485,10405.0,217.2,94.52,669.5,347.6,150.67,111.48,29.17,332.6,0.06915,1194.5
2016-10-27,126.0,868.6,135.04,9451.0,0.7949,1979.8,3099.0,30.035,10450.0,213.4,96.34,675.5,346.7,149.3,112.11,29.21,334.45,0.06801,1261.0
2016-10-28,129.19,866.8,135.0,9345.0,0.803,1981.76,3104.0,30.18,10551.0,213.3,95.8,681.5,349.9,149.2,112.44,29.17,338.4,0.06822,1270.0
2016-10-31,129.95,886.4,138.84,9344.0,0.7949,1989.64,3100.0,31.86,10630.0,223.5,102.55,687.0,347.65,147.4,111.59,28.73,355.0,0.06775,1256.0
2016-11-01,134.04,868.2,141.98,9310.0,0.808,1996.87,3106.0,32.01,10530.0,223.7,100.16,733.5,354.8,145.85,110.22,28.15,362.55,0.06877,1243.5
2016-11-02,135.3,848.8,140.81,9200.0,0.7837,1968.77,2983.0,30.86,10421.0,220.6,98.95,747.0,348.15,142.36,107.6,29.0,355.9,0.0675,1212.0
2016-11-03,130.85,842.8,139.9,9157.0,0.7717,1962.71,2984.0,31.025,10360.0,220.5,99.7,732.0,342.0,142.75,106.52,29.3,355.0,0.06754,1190.0
2016-11-07,128.0,861.0,138.5,9230.0,0.76,1952.69,2991.0,31.17,9740.0,220.8,104.7,713.0,341.0,143.4,106.4,28.66,355.9,0.06753,1196.0
2016-11-08,125.15,864.4,139.32,9400.0,0.7629,1967.93,3030.0,30.15,9860.0,219.2,102.59,721.5,340.5,146.11,106.76,29.29,353.8,0.06797,1197.0
2016-11-09,129.1,878.0,145.62,9590.0,0.7898,2011.58,3058.5,30.405,9651.0,220.7,104.02,738.0,347.6,151.04,110.48,29.79,364.6,0.0692,1234.0
2016-11-10,128.9,922.7,147.4,10046.0,0.7777,2044.03,3145.0,31.425,9850.0,224.3,112.66,722.0,351.05,153.36,111.8,29.505,375.0,0.06877,1240.5
2016-11-11,129.6,933.0,147.88,10150.0,0.762,2031.92,3092.0,30.925,9910.0,221.9,117.35,697.0,342.1,151.51,113.49,29.63,357.45,0.06821,1225.0
2016-11-14,129.5,925.0,146.26,10380.0,0.7601,2021.99,3064.0,31.635,9870.0,221.55,117.19,662.5,337.7,150.4,113.21,29.555,361.0,0.06799,1195.0
2016-11-15,130.0,916.6,145.9,10367.0,0.763,2017.06,3043.0,31.79,9920.0,220.25,114.38,635.5,338.0,149.85,111.65,29.51,363.7,0.06804,1170.0
2016-11-16,129.99,916.0,145.5,10270.0,0.7913,2028.92,3063.0,32.015,10138.0,221.6,115.55,645.0,339.25,149.94,111.65,29.44,381.95,0.06815,1164.0
2016-11-17,128.8,922.0,147.7,10289.0,0.8098,2042.76,3105.0,32.2,10267.0,220.8,117.26,635.5,338.15,149.75,110.28,29.695,399.55,0.06802,1150.0
2016-11-18,129.91,914.5,146.96,10144.0,0.8072,2038.29,3084.5,31.685,10351.0,220.5,115.5,609.0,337.0,150.05,111.25,29.65,386.8,0.06775,1203.5
2016-11-21,130.19,907.0,149.6,10137.0,0.8004,2058.77,3127.0,31.9,10380.0,224.45,114.72,622.0,340.55,153.0,111.95,29.46,398.0,0.0685,1201.0
2016-11-22,129.2,943.0,150.0,10277.0,0.8065,2066.18,3112.0,33.05,10450.0,223.5,116.5,608.5,341.8,155.0,113.81,29.165,385.85,0.06821,1177.0
2016-11-23,130.86,960.2,149.49,10490.0,0.8129,2085.75,3175.0,34.7,10487.0,225.7,116.9,601.0,347.45,155.23,114.5,29.3,392.4,0.06875,1228.0
2016-11-24,130.86,968.0,151.11,10498.0,0.823,2102.97,3176.5,34.61,10430.0,228.2,118.0,603.0,346.55,161.15,118.24,29.07,389.6,0.0683,1228.5
2016-11-25,130.0,983.6,151.31,10450.0,0.89,2098.15,3154.5,35.75,10420.0,227.5,119.39,603.0,341.5,160.36,118.0,29.39,386.1,0.0685,1221.5
2016-11-28,130.16,984.0,148.94,10550.0,0.8803,2094.65,3145.5,36.0,10380.0,229.3,123.06,617.5,336.6,159.4,117.03,29.8,391.0,0.06875,1213.0
2016-11-29,131.74,978.5,147.75,10468.0,0.9127,2086.84,3147.0,35.4,10290.0,229.55,123.0,623.0,336.75,158.07,115.7,30.75,384.0,0.06876,1215.0
2016-11-30,134.83,960.7,148.8,10371.0,0.9401,2104.91,3188.0,34.445,10500.0,230.25,117.94,608.5,340.2,158.7,116.08,31.415,388.3,0.0694,1201.5
2016-12-01,135.7,964.9,152.81,10620.0,0.921,2121.87,3210.0,34.65,10297.0,239.0,116.15,595.0,338.5,158.7,115.4,31.5,398.5,0.06831,1217.0
2016-12-02,135.9,973.0,152.35,10680.0,0.93,2128.99,3286.0,33.55,10350.0,244.7,115.0,609.0,340.0,159.4,116.62,31.14,397.8,0.06835,1197.5
2016-12-05,139.0,967.5,153.78,10830.0,0.968,2158.33,3300.0,33.825,10550.0,249.25,117.45,589.5,351.5,162.02,118.06,31.72,413.7,0.06866,1199.0
2016-12-06,139.5,1007.6,151.5,10900.0,0.945,2152.35,3267.5,33.56,10649.0,248.45,116.7,599.0,352.65,159.35,116.5,31.8,422.95,0.068,1231.0
2016-12-07,141.9,1007.0,151.95,10990.0,0.929,2160.51,3287.0,34.39,10580.0,250.1,120.51,605.5,356.25,159.95,118.21,31.85,423.5,0.06815,1243.0
2016-12-08,146.58,1015.7,153.05,11070.0,0.95,2207.02,3359.5,35.27,10730.0,254.0,118.5,624.0,375.85,168.98,123.75,33.4,417.8,0.069,1252.0
2016-12-09,147.68,1006.0,152.99,10996.0,0.9675,2208.53,3371.0,34.14,10423.0,256.95,113.0,624.5,370.8,169.66,121.9,33.27,417.3,0.07523,1248.0
2016-12-12,150.2,968.9,158.63,10909.0,0.983,2226.89,3375.0,34.5,10350.0,261.9,109.42,587.0,388.15,175.4,126.3,32.095,394.0,0.0734,1239.0
2016-12-13,152.6,978.0,158.95,10804.0,0.98,2247.02,3328.5,34.32,10693.0,259.95,113.17,582.0,397.8,176.9,129.53,32.735,405.95,0.0736,1277.0
2016-12-14,146.2,950.4,157.2,10590.0,0.9576,2229.05,3352.0,34.65,10602.0,259.0,112.35,632.0,403.05,173.7,128.56,32.645,395.0,0.07228,1282.5
2016-12-15,150.51,969.9,158.25,10512.0,0.9765,2237.23,3383.5,34.3,10532.0,264.0,115.85,600.5,400.45,174.92,129.09,32.305,405.0,0.0723,1292.0
2016-12-16,149.8,945.0,156.2,10525.0,0.9453,2231.41,3352.0,33.585,10720.0,266.6,115.18,600.0,410.5,173.9,128.42,32.265,403.35,0.0737,1263.0
2016-12-19,148.82,923.3,154.6,10260.0,0.9261,2215.69,3350.5,33.21,10597.0,259.15,112.9,597.5,402.6,174.3,127.8,32.195,398.8,0.07255,1255.0
2016-12-20,157.84,941.0,155.3,10249.0,0.9218,2226.36,3415.0,34.08,10709.0,259.7,113.11,589.5,400.15,175.9,128.45,32.1,410.0,0.07259,1267.0
2016-12-21,158.36,922.9,153.06,10194.0,0.903,2212.33,3439.0,33.565,10750.0,256.0,111.88,590.5,399.65,174.71,129.63,31.31,410.95,0.07175,1245.0
2016-12-22,155.63,910.7,150.27,10190.0,0.8934,2174.64,3368.0,34.085,10411.0,252.8,110.8,599.0,391.6,170.0,127.01,31.08,399.85,0.0715,1246.0
2016-12-23,153.3,900.8,149.05,10170.0,0.8932,2173.18,3396.0,33.75,10408.0,250.0,111.48,604.5,382.85,171.15,128.13,31.25,394.65,0.07204,1252.0
2016-12-26,153.8,919.0,148.95,10202.0,0.9023,2177.86,3418.0,33.79,10327.0,248.9,113.85,598.0,388.65,171.97,128.0,30.8,397.55,0.0713,1245.0
2016-12-27,152.99,910.0,150.38,9896.0,0.9264,2189.43,3428.5,33.5,10400.0,248.7,113.4,608.5,398.0,172.27,128.13,31.09,402.95,0.07278,1237.0
2016-12-28,152.98,906.0,151.0,9790.0,0.9127,2182.98,3344.0,32.705,10665.0,250.0,112.13,608.5,398.2,170.1,129.0,31.55,410.3,0.07302,1228.0
2016-12-29,152.0,912.0,152.62,9951.0,0.918,2206.33,3424.5,33.11,10795.0,253.8,113.7,637.0,398.8,171.3,130.5,31.9,420.4,0.07399,1241.0
2016-12-30,152.85,942.2,154.55,10122.0,0.9259,2232.72,3449.0,33.265,11000.0,259.0,114.98,638.5,402.8,173.25,129.75,32.07,427.0,0.074,1247.5
2017-01-03,151.68,940.0,157.7,10245.0,0.93,2285.43,3575.0,33.01,11347.0,262.65,116.18,643.5,419.5,180.12,136.59,33.0,445.2,0.07401,1241.0
2017-01-04,148.4,950.5,157.44,10195.0,0.92,2263.9,3479.5,33.255,11220.0,259.3,116.3,662.5,406.4,175.95,134.8,32.9,446.4,0.07315,1239.0
2017-01-05,148.01,942.0,154.0,10025.0,0.9154,2220.35,3379.0,32.95,10875.0,260.5,116.0,661.5,399.0,171.9,133.47,32.25,424.25,0.07149,1252.0
2017-01-06,146.31,941.9,154.1,10040.0,0.9345,2213.93,3365.0,32.805,10900.0,257.0,112.14,654.0,392.5,170.69,132.5,32.545,423.45,0.07097,1291.0
2017-01-09,143.13,951.0,154.4,10115.0,0.9349,2211.25,3384.5,32.905,10819.0,258.4,111.72,662.0,394.0,168.35,130.0,32.22,425.8,0.07058,1317.0
2017-01-10,148.07,962.0,157.97,10397.0,0.9615,2237.49,3399.0,33.57,10534.0,255.7,114.99,669.5,404.4,171.6,130.59,32.19,428.6,0.07125,1319.5
2017-01-11,147.03,961.7,157.01,10439.0,0.949,2218.61,3394.5,34.3,10000.0,257.1,115.29,668.0,397.5,169.05,128.8,31.92,431.25,0.07021,1299.0
2017-01-12,157.91,955.3,157.25,9994.0,0.9699,2212.0,3300.0,33.875,9880.0,257.95,115.99,677.5,390.95,168.27,128.12,32.365,438.0,0.06955,1271.5
2017-01-13,156.9,942.6,157.95,9756.0,0.9731,2195.19,3290.0,34.1,9640.0,262.95,113.44,668.0,388.0,164.9,124.26,32.295,433.1,0.06925,1286.5
2017-01-16,159.01,951.7,155.81,9761.0,0.9839,2189.07,3240.0,34.495,9830.0,263.35,113.0,670.5,392.2,164.66,122.76,31.9,427.25,0.06941,1305.0
2017-01-17,158.63,949.4,153.65,9615.0,0.974,2178.73,3233.0,34.65,9825.0,265.0,112.5,688.5,391.7,165.98,122.64,32.1,423.05,0.06921,1303.0
2017-01-18,163.54,940.0,152.86,9549.0,1.049,2170.09,3224.0,33.9,9695.0,263.6,113.6,689.5,387.0,165.24,124.0,31.9,420.0,0.06861,1299.0
2017-01-19,160.85,933.4,150.85,9590.0,1.0965,2162.25,3195.0,34.08,9800.0,268.0,112.1,680.5,380.75,166.3,124.99,32.18,412.15,0.06869,1307.0
2017-01-20,160.5,912.7,149.7,9360.0,1.0866,2159.96,3180.0,34.3,9730.0,272.9,110.0,682.0,387.5,167.49,126.48,32.635,411.15,0.06843,1315.0
2017-01-23,160.2,901.5,148.1,9424.0,1.0615,2146.09,3176.5,34.75,9694.0,267.7,109.01,692.5,390.2,166.75,124.78,32.4,401.8,0.06868,1295.0
2017-01-24,161.4,927.3,150.15,9486.0,1.0289,2174.59,3190.0,34.665,9690.0,265.7,112.5,708.0,388.15,170.25,127.7,32.8,411.7,0.0685,1349.0
2017-01-25,166.71,934.7,147.65,9535.0,1.0301,2176.0,3215.0,36.0,9625.0,268.0,112.56,699.0,383.7,170.26,127.45,32.71,409.8,0.0685,1381.0
2017-01-26,165.5,980.0,150.49,9790.0,1.042,2229.2,3376.5,37.37,10020.0,277.5,116.4,667.0,389.0,173.79,129.94,33.81,429.95,0.06909,1411.0
2017-01-27,168.5,993.7,154.09,9792.0,1.0585,2266.05,3486.0,37.68,9900.0,277.05,116.8,667.0,402.0,178.92,131.9,33.255,435.0,0.0697,1418.5
2017-01-30,170.9,964.4,150.8,9772.0,1.0546,2234.14,3408.0,38.0,9625.0,276.35,116.11,674.5,399.0,174.6,130.01,33.6,421.0,0.0694,1370.0
2017-01-31,174.17,950.0,149.8,9629.0,1.0337,2217.39,3370.0,39.345,9650.0,275.7,118.05,692.0,400.6,172.2,128.6,34.35,406.7,0.06897,1379.0
2017-02-01,175.0,974.8,149.65,9848.0,1.0573,2231.68,3375.0,40.7,9700.0,279.0,120.09,707.0,401.5,173.9,129.42,34.845,408.8,0.06947,1384.0
2017-02-02,176.9,952.0,148.8,10255.0,1.059,2217.56,3364.5,41.27,9495.0,272.7,119.66,702.0,397.3,172.83,128.8,34.5,404.9,0.06909,1370.0
2017-02-03,178.5,932.6,149.35,10089.0,1.0878,2226.61,3370.5,42.605,9580.0,274.35,119.19,693.0,397.85,173.8,130.0,35.38,404.4,0.06929,1387.0
2017-02-06,179.0,955.9,148.5,9922.0,1.1,2210.51,3338.0,41.9,9640.0,271.9,118.25,696.5,394.0,172.87,130.46,35.19,401.95,0.06868,1357.5
2017-02-07,173.5,940.6,148.7,10136.0,1.092,2218.77,3379.0,40.95,9550.0,275.9,118.05,709.0,389.7,173.47,130.68,35.4,399.0,0.06879,1382.0
2017-02-08,172.0,932.0,145.2,10135.0,1.0802,2189.61,3299.0,41.35,9577.0,271.1,121.26,728.0,378.05,171.2,128.84,35.105,406.0,0.0687,1350.0
2017-02-09,178.5,906.1,142.11,9999.0,1.08,2173.98,3266.5,42.0,9862.0,272.2,121.7,716.5,379.8,168.8,128.4,35.65,398.95,0.0687,1356.5
2017-02-10,179.5,909.8,140.5,10072.0,1.0838,2162.19,3245.5,40.8,10002.0,272.1,121.29,722.0,377.6,165.5,127.41,34.7,398.3,0.06843,1345.0
2017-02-13,177.4,924.9,141.2,9890.0,1.0921,2161.49,3279.0,41.69,10078.0,270.75,121.75,710.0,379.0,164.7,127.98,34.06,395.45,0.06816,1335.0
2017-02-14,175.2,907.8,140.62,9740.0,1.0835,2141.5,3250.0,41.1,10030.0,267.6,121.15,698.0,369.85,162.7,125.44,34.0,385.2,0.06788,1312.0
2017-02-15,172.85,908.5,139.72,9940.0,1.0594,2137.08,3211.0,41.32,10000.0,273.45,121.68,696.5,360.0,163.5,125.45,34.55,377.5,0.06777,1316.0
2017-02-16,171.2,899.9,139.16,9957.0,1.058,2148.48,3232.0,41.12,9930.0,277.45,122.24,696.0,362.0,166.49,125.47,35.115,380.5,0.06799,1401.0
2017-02-17,173.1,882.9,138.12,9720.0,1.071,2128.21,3198.5,40.2,9700.0,277.5,122.99,715.0,354.0,165.49,124.45,34.87,367.1,0.06793,1425.0
2017-02-20,171.25,882.0,138.5,9585.0,1.047,2119.09,3180.0,40.495,9577.0,281.0,120.58,716.0,349.0,165.44,125.0,34.64,365.0,0.06799,1425.0
2017-02-21,170.9,898.9,138.35,9677.0,1.0408,2127.72,3199.5,39.815,9540.0,278.55,119.35,704.5,354.0,167.0,126.9,34.995,366.15,0.06792,1395.0
2017-02-22,168.25,875.5,136.68,9600.0,1.0168,2106.3,3175.5,39.4,9194.0,279.0,118.8,709.5,347.0,165.9,127.99,34.27,364.5,0.06742,1399.0
2017-02-24,167.0,849.7,136.75,9498.0,0.981,2093.09,3184.0,38.55,8825.0,277.05,116.37,731.0,343.0,165.51,125.87,33.555,360.0,0.06715,1368.5
2017-02-27,165.05,840.9,135.07,9341.0,0.917,2056.46,3135.0,37.65,9190.0,274.35,113.95,708.0,331.05,160.95,121.25,32.205,351.9,0.06675,1354.0
2017-02-28,165.2,827.3,134.0,9311.0,0.9379,2035.77,3086.0,36.98,9133.0,275.5,112.65,691.0,331.1,156.0,118.81,31.81,340.95,0.06608,1330.0
2017-03-01,177.35,859.6,133.85,9371.0,0.952,2059.87,3120.0,37.675,9150.0,273.3,113.64,679.0,341.8,160.0,122.92,32.3,355.95,0.06725,1334.0
2017-03-02,174.0,834.6,131.3,9306.0,0.936,2049.0,3086.0,37.29,9250.0,275.0,111.0,675.5,336.6,163.4,125.29,32.5,365.0,0.066,1358.5
2017-03-03,168.85,825.0,134.8,9336.0,1.003,2056.89,3085.0,37.505,9175.0,274.55,111.5,661.0,336.5,164.4,122.43,32.49,364.0,0.066,1370.0
2017-03-06,167.1,823.1,134.6,9324.0,0.9732,2047.42,3078.5,36.78,9250.0,273.0,110.0,652.0,332.0,162.0,120.57,32.02,370.0,0.066,1359.0
2017-03-07,161.15,798.3,132.89,9061.0,0.941,2024.84,3070.0,34.78,9233.0,270.0,108.52,643.0,329.1,160.98,119.26,31.125,354.95,0.066,1364.0
2017-03-09,152.65,809.1,129.0,8807.0,0.9055,1974.24,2970.0,34.17,9061.0,257.0,108.36,661.0,318.85,156.2,118.46,32.15,342.7,0.0646,1359.5
2017-03-10,149.2,810.2,128.78,8855.0,0.9335,1973.96,3028.0,33.0,9155.0,255.2,108.04,661.5,315.0,157.5,117.6,31.9,341.1,0.06505,1360.0
2017-03-13,157.4,811.3,129.93,8965.0,0.9321,2000.14,3051.0,34.0,9235.0,271.8,108.02,662.5,318.25,158.92,117.8,31.755,363.4,0.06526,1366.5
2017-03-14,154.6,822.8,128.8,9097.0,0.94,2001.25,3080.0,35.15,9270.0,269.0,110.61,675.0,315.4,157.42,117.51,32.2,365.4,0.06506,1357.0
2017-03-15,153.1,813.0,127.6,9057.0,0.94,1992.59,3088.0,35.185,9346.0,260.1,110.43,687.0,314.7,156.2,117.5,31.99,356.0,0.06514,1341.0
2017-03-16,159.4,833.5,128.05,9054.0,0.9525,2014.37,3095.0,36.35,9700.0,269.6,111.49,720.0,313.95,158.35,121.5,31.805,371.0,0.0655,1375.0
2017-03-17,161.55,833.5,128.94,9169.0,0.958,2036.96,3130.0,37.01,9700.0,268.15,114.16,720.0,314.45,161.15,122.73,32.905,368.7,0.06625,1354.0
2017-03-20,159.3,815.4,128.79,9011.0,0.9732,2042.72,3092.5,37.8,9780.0,275.35,114.1,714.0,311.15,163.8,125.45,33.325,364.45,0.0672,1347.0
2017-03-21,159.0,834.2,129.3,9109.0,0.9501,2048.07,3101.0,37.5,9730.0,283.75,114.35,723.0,316.0,162.98,125.33,33.51,364.7,0.0668,1311.0
2017-03-22,164.25,836.3,131.65,9180.0,0.957,2061.53,3120.5,37.5,9440.0,287.5,112.91,750.0,320.35,162.92,124.73,33.99,365.5,0.06697,1291.0
2017-03-23,165.45,824.5,130.99,9182.0,0.9426,2051.04,3066.0,37.375,9370.0,290.0,110.5,739.0,317.95,164.15,126.0,33.365,359.95,0.06678,1288.0
2017-03-24,167.6,825.0,130.05,9165.0,0.945,2039.77,3017.5,37.605,9350.0,288.85,111.98,738.5,315.65,164.52,124.59,33.15,349.0,0.0664,1280.0
2017-03-27,165.0,821.3,128.8,8891.0,0.9095,2013.16,3003.0,37.35,9351.0,283.0,111.66,742.5,309.8,162.69,123.0,32.66,347.35,0.0655,1261.0
2017-03-28,165.65,830.0,129.2,9011.0,0.9183,2032.54,3055.0,37.95,9600.0,284.5,112.26,747.0,314.6,163.66,123.3,33.395,351.9,0.06552,1275.0
2017-03-29,166.25,830.5,128.81,8985.0,0.9478,2023.71,3061.0,37.375,9327.0,285.05,113.2,695.0,322.2,163.22,123.05,32.785,354.0,0.06619,1262.0
2017-03-30,168.8,815.1,128.49,8989.0,0.946,2021.88,2982.0,36.9,9580.0,280.25,113.2,704.0,328.7,163.5,122.88,32.625,359.9,0.0668,1247.5
2017-03-31,168.0,809.9,127.9,8929.0,0.9329,1995.9,2981.0,36.635,9261.0,272.6,113.11,698.5,323.5,159.8,120.8,32.19,347.65,0.06625,1245.5
2017-04-03,168.3,839.0,127.21,8974.0,0.9505,2008.61,3026.5,37.09,9313.0,273.55,112.62,709.5,328.4,161.8,120.74,32.005,351.0,0.06686,1242.0
2017-04-04,168.7,827.0,128.81,9000.0,0.9461,2025.69,3050.0,36.63,9261.0,279.1,112.6,716.0,331.7,163.5,123.42,32.31,352.35,0.0671,1239.0
2017-04-05,174.95,860.0,130.69,9186.0,0.9699,2056.32,3057.0,37.2,9470.0,278.95,112.36,713.0,338.2,168.1,124.71,32.615,369.85,0.0669,1298.0
2017-04-06,177.5,843.0,130.5,9133.0,0.972,2054.69,3057.5,36.9,9550.0,284.55,110.81,726.0,337.95,167.49,125.0,32.855,369.45,0.06615,1289.0
2017-04-07,171.9,840.0,128.72,9025.0,0.9416,2020.23,2991.0,35.655,9430.0,281.25,110.85,745.0,335.95,161.49,122.59,33.05,357.7,0.06559,1260.0
2017-04-10,163.55,815.0,126.16,8956.0,0.88,1971.23,2956.0,35.31,9360.0,273.5,107.2,743.0,327.2,155.2,117.35,32.125,343.3,0.06473,1249.5
2017-04-11,166.35,812.0,126.0,8964.0,0.878,1977.95,2968.0,36.795,9265.0,275.6,108.0,767.5,330.5,156.0,117.48,31.4,342.15,0.0649,1251.0
2017-04-12,164.2,799.0,125.05,8924.0,0.854,1947.88,2949.5,35.74,9100.0,275.0,106.05,758.0,325.1,150.28,113.29,30.18,334.95,0.0641,1284.0
2017-04-13,166.3,795.9,124.54,8775.0,0.8676,1944.7,2910.0,36.315,9160.0,274.5,105.5,770.0,321.9,152.0,113.28,30.9,330.0,0.064,1289.0
2017-04-14,161.75,781.4,122.85,8710.0,0.8475,1916.29,2864.5,35.7,8985.0,270.8,104.21,798.5,315.75,149.24,111.04,29.9,325.0,0.06409,1268.5
2017-04-17,163.8,793.8,123.7,8841.0,0.863,1942.72,2880.0,36.335,9135.0,272.25,105.4,800.0,323.25,153.99,115.51,30.18,329.0,0.0642,1367.5
2017-04-18,163.05,777.5,122.22,8556.0,0.8671,1920.29,2828.5,34.76,9113.0,269.1,101.62,767.0,318.4,153.4,113.7,29.565,323.25,0.064,1336.5
2017-04-19,162.05,765.4,121.55,8553.0,0.8654,1916.5,2859.0,34.225,9000.0,268.1,100.7,758.0,315.05,153.6,112.9,29.415,326.65,0.064,1329.5
2017-04-20,163.5,769.8,121.99,8620.0,0.87,1932.17,2858.0,34.05,9110.0,265.9,101.52,753.0,316.6,158.21,117.4,28.995,324.45,0.0644,1328.0
2017-04-21,167.35,774.0,123.0,8538.0,0.8725,1944.72,2850.0,34.155,9070.0,266.55,101.35,740.0,317.4,159.59,120.08,29.495,326.85,0.065,1310.0
2017-04-24,171.85,783.4,128.0,8685.0,0.907,1979.57,2919.0,34.97,9008.0,274.35,103.22,723.0,320.3,162.5,123.49,29.5,331.6,0.06515,1317.0
2017-04-25,176.45,795.0,130.2,8873.0,0.9041,1998.41,2957.0,34.665,8825.0,277.3,105.8,725.0,320.15,162.55,123.88,30.5,335.1,0.06612,1338.0
2017-04-26,179.95,785.4,133.43,8890.0,0.912,2026.92,2970.0,34.85,8823.0,277.6,107.53,749.5,326.05,165.05,125.6,31.38,339.8,0.06843,1404.0
2017-04-27,175.85,778.0,133.41,8750.0,0.9008,2011.67,2885.0,34.105,8825.0,274.4,108.38,751.0,318.35,164.69,124.71,31.3,361.2,0.06671,1520.0
2017-04-28,175.75,776.0,136.75,8747.0,0.895,2016.71,2818.0,33.905,8776.0,273.85,107.75,754.0,317.25,165.2,125.82,30.505,377.0,0.06671,1534.5
2017-05-02,180.0,779.0,136.52,8809.0,0.8972,2026.85,2864.0,35.85,8821.0,276.0,109.0,740.0,316.0,166.64,128.58,30.58,371.35,0.06737,1549.0
2017-05-03,181.25,777.0,135.81,8688.0,0.879,1993.66,2770.0,35.6,8685.0,247.3,106.59,730.5,311.65,164.71,127.25,30.975,361.0,0.0675,1528.0
2017-05-04,183.15,780.6,134.93,8701.0,0.8734,1998.87,2780.0,35.985,8841.0,246.5,107.51,728.5,310.0,165.5,126.7,31.855,368.25,0.0671,1581.0
2017-05-05,187.6,775.3,134.41,8765.0,0.891,2002.41,2811.5,35.8,8900.0,256.0,106.99,744.0,312.45,165.8,128.2,31.595,368.3,0.06573,1570.0
2017-05-10,189.8,779.6,134.19,8658.0,0.8972,2028.21,2917.0,35.19,9140.0,256.0,108.71,747.5,315.05,170.8,130.0,31.4,373.5,0.0669,1590.0
2017-05-11,187.5,765.9,131.1,8500.0,0.9216,2002.54,2840.0,33.87,9010.0,253.1,105.39,755.5,312.35,169.97,127.85,31.185,372.35,0.06589,1562.5
2017-05-12,184.15,748.5,132.5,8405.0,0.8848,1994.58,2856.0,34.205,8985.0,250.9,103.8,758.0,307.5,167.7,127.3,31.3,375.5,0.06567,1592.0
2017-05-15,181.9,736.5,131.5,8530.0,0.8777,2003.12,2876.0,33.165,9180.0,246.5,105.3,750.5,314.15,171.35,131.2,30.505,386.5,0.0666,1619.0
2017-05-16,184.4,743.0,131.13,8402.0,0.8648,1992.94,2890.5,32.5,9238.0,241.45,110.29,755.0,312.9,170.66,131.33,29.995,384.0,0.067,1611.0
2017-05-17,186.0,745.2,132.07,8372.0,0.8519,1994.35,2870.0,31.77,9440.0,243.7,110.62,775.0,311.55,169.24,131.35,29.68,393.5,0.0666,1608.0
2017-05-18,189.3,734.4,126.9,8420.0,0.8215,1967.66,2877.0,32.17,9255.0,244.25,108.7,786.5,305.0,166.5,128.93,29.88,392.8,0.06554,1565.0
2017-05-19,189.1,735.6,124.19,8305.0,0.815,1962.4,2850.0,32.1,9190.0,242.4,109.0,778.0,306.1,168.87,131.1,29.68,392.25,0.06639,1614.5
2017-05-22,190.3,725.6,122.52,8275.0,0.79,1950.51,2811.0,31.005,9413.0,243.6,107.29,780.0,307.3,168.03,131.98,29.235,389.35,0.06565,1608.0
2017-05-23,195.0,746.2,123.23,8359.0,0.8148,1960.16,2825.0,32.11,9280.0,246.4,107.64,753.5,312.4,166.31,132.04,29.73,392.0,0.06721,1611.5
