TRADEDATE,AFLT,CHMF,GAZP,GMKN,HYDR,IMOEX,LKOH,MAGN,MGNT,MTSS,NLMK,POLY,ROSN,SBER,SBERP,SNGSP,TATN,VTBR,YNDX
2018-04-30,144.0,1011.9,145.93,10814.0,0.745,2307.02,4156.5,48.68,4902.0,296.4,161.16,631.3,383.0,226.99,196.22,31.015,671.05,0.05397,2097.5
2018-05-02,147.3,1000.0,144.94,11040.0,0.7445,2306.42,4141.0,47.02,4893.0,292.3,157.74,623.1,401.05,229.02,196.1,31.0,671.0,0.0534,2215.0
2018-05-03,144.2,982.1,142.7,10856.0,0.742,2274.07,4068.0,45.505,4827.0,290.55,153.34,620.2,387.15,228.03,196.24,31.205,650.0,0.05261,2128.0
2018-05-04,141.65,975.5,143.73,10996.0,0.744,2289.47,4108.0,45.33,4892.0,290.0,153.8,618.9,386.75,228.55,195.7,31.265,659.35,0.05275,2107.0
2018-05-07,141.9,978.3,144.05,11150.0,0.7479,2297.12,4121.0,46.56,4870.0,291.45,157.4,608.0,388.25,229.86,196.71,31.36,654.15,0.05277,2152.5
2018-05-08,140.4,991.0,145.48,11094.0,0.75,2301.99,4180.0,46.07,4840.0,290.0,157.88,612.6,393.05,226.7,193.25,31.36,666.95,0.0527,2127.5
2018-05-10,139.8,973.7,146.38,10730.0,0.753,2312.92,4235.0,45.69,4860.0,289.85,154.7,592.1,395.7,233.7,198.94,31.12,671.8,0.05225,2190.0
2018-05-11,137.5,986.2,150.7,10729.0,0.745,2345.26,4383.0,45.55,4901.0,289.15,157.88,592.7,401.45,235.72,202.1,31.6,677.55,0.05238,2201.0
2018-05-14,136.15,998.2,150.98,10778.0,0.7505,2357.62,4407.5,46.0,4985.0,290.0,163.27,594.1,403.55,237.8,203.0,31.72,685.25,0.0525,2186.0
2018-05-15,138.0,986.0,149.2,10915.0,0.742,2337.03,4392.0,44.8,5045.0,289.0,158.81,580.8,394.85,231.39,199.4,32.13,679.55,0.0515,2118.5
2018-05-16,137.95,995.0,148.59,10800.0,0.7433,2338.39,4410.0,44.195,5170.0,289.05,161.41,590.2,389.8,229.8,201.0,32.6,676.0,0.05132,2114.0
2018-05-17,137.95,987.2,147.15,10790.0,0.737,2323.51,4354.0,44.6,5164.0,293.45,159.32,591.0,381.85,226.05,197.62,33.145,672.1,0.05122,2131.0
2018-05-18,136.75,994.3,145.65,10732.0,0.7434,2326.94,4450.0,44.77,5108.0,293.4,162.5,584.1,387.0,222.2,195.49,32.45,681.5,0.0512,2119.5
2018-05-21,136.2,986.9,146.76,10922.0,0.7357,2332.63,4398.5,45.755,5185.0,294.25,161.56,580.8,386.9,226.21,198.68,32.56,685.0,0.05156,2142.0
2018-05-22,135.0,986.6,146.5,10998.0,0.7359,2326.87,4360.0,45.76,5260.0,297.3,159.94,585.5,385.55,225.6,198.27,33.05,676.05,0.05139,2122.5
2018-05-23,132.55,978.3,146.06,10850.0,0.73,2295.57,4263.0,45.5,5185.0,291.1,159.5,576.4,377.7,221.0,195.29,31.98,664.3,0.05115,2086.5
2018-05-24,132.7,995.3,145.27,10880.0,0.7392,2294.01,4230.0,46.4,5265.0,286.5,163.0,572.8,378.0,222.01,196.7,31.9,664.0,0.05121,2094.0
2018-05-25,132.2,1012.0,145.09,11090.0,0.727,2306.57,4248.0,47.41,5210.0,287.2,162.85,566.8,378.3,220.0,196.03,31.8,667.6,0.05106,2089.0
2018-05-28,131.55,1006.0,145.09,11170.0,0.7184,2311.28,4290.0,47.52,5185.0,287.15,162.75,575.0,379.55,220.9,197.0,31.59,663.35,0.05145,2102.5
2018-05-29,131.85,1008.6,143.9,11144.0,0.7097,2298.0,4224.0,47.445,5087.0,283.2,161.65,561.9,383.0,219.0,193.8,31.29,675.95,0.05128,2079.0
2018-05-30,139.85,1002.1,143.26,11066.0,0.71,2297.6,4246.5,47.38,5150.0,283.85,163.27,562.0,381.05,221.01,195.5,31.0,669.5,0.05134,2072.0
2018-05-31,140.8,1002.8,145.0,11111.0,0.7239,2302.88,4209.0,49.09,5111.0,282.4,163.15,572.0,385.3,222.36,196.0,30.48,666.5,0.04989,2076.5
2018-06-01,139.65,994.8,144.0,11150.0,0.715,2295.34,4205.5,47.81,5112.0,283.1,162.0,568.2,382.55,220.0,196.02,31.05,665.55,0.0474,2137.0
2018-06-04,137.1,1013.3,146.44,11474.0,0.7165,2323.64,4299.0,48.06,5187.0,285.95,167.66,565.3,384.9,220.0,195.39,31.51,670.45,0.04703,2163.5
2018-06-05,139.25,1023.4,146.0,11551.0,0.7105,2318.23,4278.0,48.3,5175.0,285.9,171.3,566.2,381.95,215.56,191.3,31.55,673.85,0.04744,2213.0
2018-06-06,141.3,1031.0,146.9,11640.0,0.7026,2315.45,4264.5,48.86,4937.0,285.2,170.67,562.6,380.8,217.9,193.1,31.4,668.5,0.04725,2214.0
2018-06-07,145.0,1033.3,146.05,11644.0,0.7023,2316.07,4250.0,49.195,5030.0,286.05,172.19,560.0,380.05,216.41,192.5,32.29,668.0,0.04681,2175.0
2018-06-08,143.9,1015.0,143.05,11355.0,0.6864,2267.92,4159.5,48.395,4818.0,283.55,168.86,554.4,381.0,210.95,189.32,31.13,653.3,0.04531,2144.0
2018-06-09,144.35,1025.0,144.08,11484.0,0.69,2281.51,4191.0,48.845,4818.0,284.9,171.27,557.7,382.15,212.6,189.21,31.315,656.35,0.04552,2159.0
2018-06-11,142.7,1041.8,142.28,11500.0,0.697,2271.74,4159.5,48.6,4750.0,283.7,170.5,563.7,384.55,210.35,188.0,31.135,653.0,0.04514,2192.5
2018-06-13,144.05,1040.5,141.0,11275.0,0.718,2270.73,4140.0,48.23,4702.0,282.75,171.01,563.4,382.0,215.0,190.14,31.6,655.0,0.04475,2290.5
2018-06-14,143.55,1025.9,139.4,11161.0,0.7082,2253.48,4090.0,47.745,4690.0,281.85,169.11,560.6,381.7,214.0,189.26,31.79,642.05,0.04465,2292.0
2018-06-15,140.5,1039.4,137.73,11066.0,0.6912,2237.53,4055.0,48.235,4710.0,282.85,168.57,558.0,383.25,209.36,187.45,31.11,650.0,0.04451,2268.0
2018-06-18,139.65,964.6,136.52,11051.0,0.679,2222.56,4045.5,46.475,4631.0,277.5,167.3,546.5,387.0,206.3,185.0,31.255,641.0,0.04611,2287.0
2018-06-19,138.0,958.8,135.5,11126.0,0.668,2221.42,4091.0,44.855,4592.0,276.55,153.68,541.6,392.35,206.0,183.5,31.33,646.05,0.04519,2295.0
2018-06-20,141.0,960.0,136.91,11243.0,0.666,2256.27,4132.0,45.42,4646.0,277.1,155.01,548.2,390.2,212.2,188.44,31.5,655.0,0.0472,2301.5
2018-06-21,140.55,960.5,134.4,11224.0,0.6713,2245.94,4135.0,45.295,4599.0,272.9,157.44,550.4,392.75,210.4,186.43,31.31,661.45,0.04696,2270.5
2018-06-22,140.55,961.7,136.76,11222.0,0.6892,2249.68,4125.0,44.705,4572.0,264.75,157.74,557.0,390.8,214.43,191.5,31.01,656.65,0.0466,2220.0
2018-06-25,140.75,944.0,137.1,11285.0,0.6874,2236.65,4140.0,43.945,4550.0,264.95,154.65,552.0,393.95,202.51,179.9,31.05,672.65,0.0467,2177.0
2018-06-26,140.65,942.4,138.07,11222.0,0.6757,2231.03,4154.0,44.345,4615.0,262.0,154.94,564.1,389.3,199.91,178.27,31.24,660.45,0.0469,2185.0
2018-06-27,141.15,925.3,139.0,11100.0,0.6791,2253.6,4222.0,43.68,4609.0,266.7,153.7,555.9,394.6,207.95,183.66,31.31,674.15,0.04735,2227.5
2018-06-28,139.8,910.4,138.76,11115.0,0.6729,2250.26,4230.5,42.23,4610.0,267.35,148.59,552.6,396.5,208.5,182.91,31.07,658.0,0.04783,2193.5
2018-06-29,139.8,930.1,141.01,11399.0,0.6756,2295.95,4350.0,42.55,4600.0,278.1,151.84,553.2,396.15,218.0,186.5,31.625,675.95,0.04801,2244.0
2018-07-02,140.15,931.0,144.0,11600.0,0.6816,2319.31,4376.0,42.6,4623.0,284.1,154.7,555.0,394.7,221.01,185.75,31.6,677.2,0.04833,2257.5
2018-07-03,143.05,934.7,142.49,11540.0,0.6816,2301.65,4325.0,42.79,4620.0,281.1,153.01,557.0,389.95,218.45,183.5,31.65,678.0,0.04838,2240.5
2018-07-04,140.0,930.9,142.24,11458.0,0.6844,2304.06,4334.5,43.15,4630.0,284.0,151.53,560.8,393.25,217.7,183.43,31.9,684.15,0.04856,2236.0
2018-07-05,129.2,942.3,145.55,11566.0,0.684,2346.86,4462.0,44.535,4528.0,288.0,154.27,564.0,406.05,224.54,186.5,32.9,686.0,0.04866,2226.0
2018-07-06,129.55,941.9,144.96,11698.0,0.68,2345.38,4415.5,44.445,4550.0,276.95,154.27,564.1,403.4,226.71,188.0,33.3,678.75,0.0485,2315.0
2018-07-09,128.3,962.9,148.0,11799.0,0.6875,2373.17,4452.0,45.115,4521.0,278.8,157.42,567.0,408.15,230.0,192.21,33.8,689.95,0.04939,2316.5
2018-07-10,126.55,967.0,147.3,11725.0,0.6899,2365.17,4355.0,44.53,4465.0,273.75,161.0,555.3,413.2,230.3,195.05,33.6,699.9,0.04903,2302.5
2018-07-11,124.3,955.0,144.77,11260.0,0.6875,2336.15,4280.0,44.05,4446.0,272.9,158.59,543.1,409.85,227.57,191.5,33.2,694.0,0.0486,2303.0
2018-07-12,124.8,960.0,145.08,11359.0,0.69,2322.06,4236.0,44.34,4463.0,270.0,155.65,542.8,406.45,226.6,192.61,33.06,697.05,0.04831,2345.0
2018-07-13,123.25,961.6,146.87,11398.0,0.691,2346.43,4319.0,44.63,4474.0,269.15,158.02,539.5,406.9,229.85,192.46,33.29,703.7,0.04975,2390.0
2018-07-16,123.0,953.1,147.0,10680.0,0.6897,2334.18,4300.5,44.75,4457.0,269.35,156.89,540.8,407.3,227.99,191.06,33.495,699.7,0.0494,2333.0
2018-07-17,124.25,961.3,145.31,10610.0,0.6839,2310.92,4262.5,44.62,4430.0,270.4,157.08,542.5,399.5,222.5,186.95,33.4,690.05,0.04872,2420.0
2018-07-18,123.0,980.7,138.29,10574.0,0.6898,2294.78,4299.0,44.9,4440.0,269.0,161.1,549.0,400.9,216.28,184.5,32.9,701.45,0.04853,2398.5
2018-07-19,121.0,984.0,137.58,10350.0,0.6812,2269.45,4334.0,43.225,4342.0,268.3,159.88,548.5,400.5,207.5,177.25,32.72,704.95,0.04784,2364.5
2018-07-20,121.45,972.5,136.47,10255.0,0.6793,2247.82,4300.0,42.915,4300.0,266.3,159.46,558.5,393.25,204.34,174.1,32.95,700.0,0.04825,2329.5
2018-07-23,123.8,983.0,138.37,10314.0,0.6732,2261.25,4340.0,43.185,4285.0,262.0,159.42,551.8,394.5,208.42,179.45,32.93,693.2,0.04824,2333.0
2018-07-24,122.15,989.9,138.85,10760.0,0.6739,2278.3,4322.0,44.57,4180.0,263.55,162.75,556.0,394.9,215.45,184.0,32.53,691.7,0.04822,2377.0
2018-07-25,121.3,991.2,138.21,10845.0,0.6716,2282.84,4385.0,44.7,4050.0,262.8,161.0,567.7,395.8,213.7,182.13,33.0,705.0,0.04795,2391.5
2018-07-26,122.7,997.5,138.18,10827.0,0.6773,2293.07,4420.0,45.53,4280.0,263.3,163.45,570.1,397.35,210.0,179.47,33.35,710.7,0.04758,2430.0
2018-07-27,122.2,1014.7,137.99,10848.0,0.6738,2292.72,4425.0,46.3,4270.0,263.95,163.64,552.0,403.5,208.9,179.85,33.5,707.8,0.04782,2388.0
2018-07-30,121.7,1009.0,138.9,10866.0,0.6775,2295.72,4410.0,46.4,4214.0,261.85,163.3,543.0,406.45,211.33,180.5,34.27,718.0,0.04797,2242.5
2018-07-31,122.95,1020.3,143.79,10882.0,0.6788,2321.11,4451.5,46.26,4128.0,263.8,162.4,545.0,419.0,214.86,182.42,34.55,721.4,0.04828,2250.0
2018-08-01,121.0,1013.4,142.14,10782.0,0.6783,2315.18,4494.0,45.65,4187.0,262.3,160.32,548.1,416.6,210.6,180.36,35.0,728.9,0.04828,2272.0
2018-08-02,116.0,996.1,140.36,10700.0,0.6677,2295.15,4501.5,45.9,4179.0,261.3,159.8,545.0,416.8,206.6,177.48,34.1,723.1,0.04758,2237.0
2018-08-03,118.1,1024.5,142.39,10814.0,0.6682,2297.99,4499.5,47.015,4205.0,260.8,163.12,554.8,411.25,202.21,175.0,34.45,730.0,0.04735,2252.5
2018-08-06,114.3,1024.0,141.34,10770.0,0.6695,2299.88,4479.0,47.9,4230.0,261.95,161.82,548.3,419.35,203.9,177.78,34.04,731.9,0.04681,2230.5
2018-08-07,114.25,1021.4,142.74,10830.0,0.6607,2312.19,4520.0,47.935,4240.0,262.2,160.32,552.1,427.9,201.79,176.65,34.47,732.8,0.0468,2272.5
2018-08-08,111.85,1024.9,144.1,10830.0,0.6532,2293.01,4499.0,47.62,4228.0,257.5,158.9,550.8,429.0,193.2,169.74,35.1,740.0,0.04569,2185.0
2018-08-09,109.7,1018.8,145.2,10999.0,0.6472,2309.58,4598.0,47.6,4189.0,253.6,160.62,573.0,432.3,195.9,170.0,35.15,747.5,0.04511,2132.0
2018-08-10,105.0,986.1,144.8,10800.0,0.6316,2275.05,4577.0,45.14,4033.0,253.7,152.0,560.0,433.25,186.15,162.86,36.085,752.0,0.04337,2128.0
2018-08-13,105.75,1019.9,142.9,11005.0,0.625,2285.61,4541.0,46.045,4039.0,253.1,155.9,561.4,437.2,190.0,162.34,36.265,758.5,0.04295,2152.5
2018-08-14,107.25,1024.5,141.24,10990.0,0.6244,2282.88,4460.0,46.7,3995.0,251.0,155.48,553.1,431.3,192.76,163.42,37.0,752.6,0.04364,2150.0
2018-08-15,107.4,1022.8,141.5,11000.0,0.6328,2267.13,4428.5,46.44,4016.0,249.85,155.54,546.1,428.55,187.98,161.4,36.7,753.5,0.0434,2091.0
2018-08-16,110.5,1018.0,140.88,10901.0,0.6374,2261.09,4396.0,45.5,4035.0,248.8,153.38,545.3,422.3,191.6,164.3,36.045,742.0,0.04388,2123.5
2018-08-17,109.0,1020.2,141.01,10821.0,0.6246,2255.12,4375.0,45.855,4033.0,248.65,155.16,549.5,425.8,189.55,162.25,36.0,740.0,0.04371,2099.0
2018-08-20,108.95,1045.0,141.51,10950.0,0.63,2272.49,4386.0,47.215,4108.0,249.15,157.74,561.6,427.0,191.2,164.92,35.92,751.0,0.04415,2133.5
2018-08-21,108.35,1049.4,143.3,10930.0,0.6286,2291.76,4465.0,46.56,4235.0,253.5,158.8,574.5,434.0,191.8,164.81,35.52,757.8,0.04415,2164.0
2018-08-22,108.6,1058.8,144.16,11074.0,0.6245,2297.06,4512.5,46.8,4170.0,253.6,160.7,581.5,437.3,187.8,162.12,36.1,764.8,0.043,2137.0
2018-08-23,105.65,1049.5,141.5,10950.0,0.6172,2260.04,4450.0,45.98,4157.0,251.95,158.0,566.4,430.0,178.71,156.66,35.76,760.5,0.04139,2120.0
2018-08-24,104.45,1075.0,143.6,11015.0,0.6233,2279.76,4500.5,47.75,4141.0,251.55,159.5,572.0,428.1,180.39,157.85,35.88,774.9,0.04102,2115.0
2018-08-27,106.2,1093.1,144.52,11072.0,0.6325,2312.93,4577.0,47.655,4175.0,255.0,160.2,572.2,434.75,183.27,161.35,35.92,783.1,0.04215,2151.0
2018-08-28,106.55,1084.0,145.6,11250.0,0.6246,2316.28,4587.5,48.21,4205.0,258.9,165.2,572.0,436.0,182.0,160.61,36.06,784.8,0.04153,2153.5
2018-08-29,111.8,1097.0,147.88,11338.0,0.6272,2348.44,4638.5,49.0,4192.0,260.35,168.32,570.8,440.5,183.5,160.53,36.915,794.9,0.04199,2168.5
2018-08-30,115.5,1086.5,145.98,11262.0,0.612,2330.92,4702.0,48.675,4098.0,259.15,168.0,562.5,437.0,178.0,156.96,36.88,795.9,0.04122,2142.0
2018-08-31,115.5,1086.1,149.95,11220.0,0.6369,2345.85,4700.5,48.445,4057.0,261.95,165.66,573.2,435.7,182.0,159.49,37.42,783.1,0.0414,2150.0
2018-09-03,114.55,1093.8,148.73,11287.0,0.64,2346.08,4728.0,48.745,4037.0,263.45,168.6,566.4,438.75,181.21,158.53,38.145,788.3,0.04129,2179.5
2018-09-04,112.75,1086.6,147.4,11250.0,0.6393,2336.38,4717.0,48.59,4045.0,257.3,164.74,553.0,439.35,179.5,156.59,38.22,787.0,0.04092,2168.0
2018-09-05,111.5,1067.6,147.06,11136.0,0.6264,2321.33,4637.0,48.25,4110.0,257.95,163.78,556.5,434.5,178.46,155.23,37.465,779.8,0.04002,2125.0
2018-09-06,108.1,1059.0,147.06,11206.0,0.623,2320.65,4610.5,48.835,4058.0,256.1,163.5,555.0,436.05,175.0,152.2,37.82,785.6,0.0395,2105.5
2018-09-07,108.55,1057.0,148.8,11200.0,0.6203,2321.82,4623.0,49.03,4049.0,256.0,165.94,543.0,439.55,174.9,151.77,37.215,785.5,0.03933,2098.5
2018-09-10,106.5,1065.0,150.75,11365.0,0.6057,2335.85,4688.5,49.15,4040.0,255.85,170.0,549.1,449.45,171.21,148.36,38.5,813.0,0.0386,2111.5
2018-09-11,105.1,1077.5,152.36,11456.0,0.6041,2335.19,4706.5,49.225,4018.0,252.5,169.36,542.4,448.8,169.36,144.97,38.35,813.1,0.039,2094.5
2018-09-12,107.2,1083.0,155.05,11565.0,0.6037,2340.63,4622.5,49.775,4095.0,256.6,169.78,545.0,444.9,173.9,148.34,37.45,798.8,0.0396,2066.5
2018-09-13,107.1,1095.6,153.5,11637.0,0.6188,2357.32,4659.0,49.835,4070.0,264.5,169.52,541.5,442.4,183.5,155.05,36.9,796.1,0.04048,2132.0
2018-09-14,105.75,1087.0,152.15,11525.0,0.6243,2360.26,4604.0,49.03,4163.0,266.0,170.2,537.0,441.35,188.71,159.5,37.5,794.0,0.04005,2187.0
2018-09-17,106.05,1079.2,155.46,11540.0,0.6257,2373.75,4631.0,49.2,4185.0,276.65,171.34,535.3,441.3,188.11,159.12,37.56,784.9,0.04004,2148.0
2018-09-18,109.15,1078.2,157.08,11587.0,0.6153,2402.58,4685.0,49.6,4196.0,279.15,173.36,533.3,440.4,191.65,163.9,37.3,786.8,0.04118,2144.5
2018-09-19,111.4,1082.4,157.39,11651.0,0.6149,2404.42,4719.0,50.0,4258.0,275.55,172.34,548.0,437.85,193.9,165.41,37.175,783.9,0.04128,2145.0
2018-09-20,111.0,1098.5,154.35,11705.0,0.609,2400.89,4701.0,51.43,4200.0,271.65,174.88,562.8,438.7,191.16,165.7,37.2,783.1,0.04111,2174.5
2018-09-21,111.0,1115.0,158.64,12073.0,0.6219,2426.8,4737.5,51.975,4190.0,276.65,177.82,554.0,440.4,193.44,165.5,38.6,795.5,0.0422,2204.0
2018-09-24,108.95,1072.0,159.0,11916.0,0.6297,2430.01,4780.0,51.35,4141.0,274.75,176.6,552.1,447.05,198.75,169.85,37.43,784.1,0.04191,2193.5
2018-09-25,106.65,1073.2,160.84,11957.0,0.633,2444.22,4900.0,51.38,4185.0,274.05,177.52,552.0,460.0,195.55,166.7,37.2,818.1,0.0416,2213.0
2018-09-26,106.7,1064.0,159.27,11886.0,0.6312,2427.29,4828.5,50.485,3992.0,269.9,171.56,550.9,458.5,195.79,167.26,37.635,813.3,0.04118,2216.0
2018-09-27,107.05,1091.5,161.8,11830.0,0.6392,2474.57,4952.0,51.695,3840.0,273.1,179.0,536.9,478.0,204.1,171.2,38.635,837.0,0.0413,2185.0
2018-09-28,106.55,1091.3,162.61,11388.0,0.6206,2475.36,5022.0,52.185,3835.0,272.5,177.9,526.2,493.0,203.32,171.05,38.07,835.4,0.04076,2160.5
2018-10-01,106.2,1083.4,161.89,11307.0,0.6102,2472.22,5016.0,51.115,3825.0,274.7,177.22,516.2,494.05,204.2,170.9,38.39,833.2,0.04031,2134.0
2018-10-02,106.4,1078.7,162.59,11229.0,0.6124,2449.7,4898.5,51.2,3840.0,272.55,178.5,522.6,491.4,199.5,167.85,38.105,813.8,0.04037,2136.5
2018-10-03,107.1,1099.6,169.47,11365.0,0.6255,2493.91,5035.0,53.485,3852.0,276.3,184.0,529.3,512.0,198.3,166.8,38.12,826.3,0.04071,2172.5
2018-10-04,106.4,1109.1,168.5,11416.0,0.621,2465.03,4990.0,52.5,3840.0,276.5,182.0,532.5,508.2,189.35,161.33,37.305,819.6,0.0399,2157.5
2018-10-05,104.65,1094.2,170.5,11292.0,0.6218,2450.9,4987.0,51.8,3830.0,275.1,178.1,528.3,503.0,187.2,162.5,37.2,810.1,0.03958,2143.0
2018-10-08,102.65,1089.9,171.81,11321.0,0.625,2454.28,4966.0,50.73,3771.0,269.9,178.42,526.2,479.45,191.85,165.5,37.75,821.4,0.03921,2170.5
2018-10-09,102.1,1103.2,172.11,11403.0,0.625,2443.83,4971.5,49.7,3582.0,264.0,180.4,528.3,473.1,191.25,166.51,37.7,823.9,0.0384,2220.0
2018-10-10,102.15,1092.8,166.2,11376.0,0.607,2417.69,4901.5,47.965,3490.0,263.5,176.34,533.4,468.75,189.89,164.43,37.89,823.8,0.03813,2146.0
2018-10-11,100.9,1065.0,161.92,11253.0,0.5882,2366.47,4804.0,48.16,3440.0,262.4,167.1,560.0,462.55,185.27,162.1,37.105,778.3,0.0377,2118.0
2018-10-12,102.0,1057.0,167.0,11170.0,0.589,2403.02,4806.0,49.065,3490.0,266.5,168.26,578.5,465.1,191.85,166.75,37.495,790.0,0.03795,2140.0
2018-10-15,100.15,1030.0,164.0,11088.0,0.5906,2389.05,4747.0,47.935,3560.0,269.65,165.0,589.0,462.05,190.92,165.42,37.24,789.7,0.03849,2178.0
2018-10-16,99.0,1044.0,165.99,11264.0,0.5816,2417.26,4795.0,48.32,3540.0,272.4,167.86,616.8,468.7,196.05,168.69,37.3,786.4,0.0384,2307.0
2018-10-17,98.0,1073.0,164.56,11430.0,0.5764,2411.42,4773.0,48.215,3581.0,271.05,171.3,619.0,467.85,194.05,165.91,37.5,790.5,0.03846,2310.0
2018-10-18,96.0,1054.8,160.18,11360.0,0.5784,2378.62,4694.5,48.0,3588.0,269.0,166.0,624.0,466.6,191.0,163.35,37.5,779.0,0.03793,2235.0
2018-10-19,95.5,1049.3,161.32,11378.0,0.5609,2344.79,4693.0,47.955,3580.0,270.4,160.4,626.0,467.0,183.8,159.99,37.3,776.0,0.03689,1790.0
2018-10-22,92.4,1054.5,155.7,11291.0,0.5601,2308.56,4673.5,46.6,3487.0,264.6,158.5,623.3,465.3,180.7,156.6,35.945,776.9,0.03614,1755.0
2018-10-23,92.3,1018.9,153.61,11061.0,0.5537,2305.58,4770.0,46.305,3465.0,262.2,158.2,631.0,455.0,181.0,158.69,36.11,765.5,0.0362,1760.0
2018-10-24,92.9,1009.1,154.7,11025.0,0.5371,2336.49,4995.0,46.805,3461.0,262.15,156.7,620.2,463.5,188.01,163.19,36.3,776.6,0.03685,1781.0
2018-10-25,91.85,1015.5,155.65,10902.0,0.532,2331.59,4943.0,46.82,3515.0,261.5,161.0,614.9,458.4,186.71,160.8,35.97,776.5,0.03635,1777.0
2018-10-26,91.6,994.5,152.5,10650.0,0.5345,2293.22,4888.5,46.87,3461.0,258.3,158.72,615.0,453.3,181.0,156.24,36.14,762.1,0.03574,1761.5
2018-10-29,94.05,1001.4,152.52,10679.0,0.5465,2317.06,4872.5,46.585,3541.0,258.9,159.84,601.3,458.5,185.59,161.3,36.525,762.9,0.0364,1859.5
2018-10-30,98.25,996.8,151.3,10702.0,0.5454,2299.98,4778.5,47.085,3606.0,257.0,158.02,601.3,453.7,184.78,161.2,36.605,754.9,0.0366,1843.0
2018-10-31,97.25,1030.0,155.47,11000.0,0.5498,2352.71,4945.0,47.945,3590.0,257.6,160.42,608.0,460.45,189.8,163.3,38.135,784.4,0.03658,1916.5
2018-11-01,96.88,1026.0,153.5,11250.0,0.5549,2359.33,4937.0,47.43,3640.0,258.25,159.06,624.0,460.0,188.67,163.23,38.6,779.0,0.0362,1999.0
2018-11-02,101.78,1040.5,153.71,11470.0,0.5515,2377.95,4980.0,47.5,3660.0,262.2,157.94,619.4,459.6,192.6,165.67,38.46,792.7,0.03613,1995.0
2018-11-06,102.4,1032.6,156.0,11565.0,0.5425,2412.31,5055.0,46.75,3695.0,264.0,157.92,615.0,482.45,197.8,169.49,38.5,802.2,0.03615,2002.0
2018-11-07,100.6,1042.6,157.85,11695.0,0.547,2445.34,5174.5,46.895,3720.0,270.95,157.6,625.0,484.1,201.9,173.8,37.99,814.1,0.03819,1995.0
2018-11-08,98.5,1025.6,157.51,11698.0,0.5512,2438.62,5160.0,46.95,3735.0,273.6,156.8,630.5,475.0,202.89,173.3,37.69,819.2,0.03803,1982.0
2018-11-09,95.14,1039.3,153.19,11689.0,0.5553,2403.47,5094.5,47.81,3700.0,269.3,161.74,628.7,468.6,195.75,169.88,38.32,813.4,0.03757,1921.5
2018-11-12,96.9,1033.5,150.89,11608.0,0.5483,2393.81,5129.0,47.6,3656.0,265.95,160.96,621.4,463.5,196.82,171.11,37.8,812.3,0.03818,1886.0
2018-11-13,97.4,1037.0,148.83,11608.0,0.553,2374.94,4959.5,47.415,3629.5,268.3,164.0,620.0,443.6,196.56,171.5,38.235,793.0,0.03844,1903.5
2018-11-14,103.3,1024.9,151.85,11683.0,0.538,2378.59,4856.5,46.9,3549.0,269.3,164.6,649.2,427.15,199.2,173.63,37.885,762.5,0.03815,1940.0
2018-11-15,102.74,1023.5,154.14,11701.0,0.5416,2381.45,4854.0,47.105,3543.5,271.5,164.38,630.4,424.25,200.15,173.49,38.02,752.3,0.03928,1920.0
2018-11-16,101.2,1024.1,153.16,11714.0,0.5379,2372.67,4824.0,47.205,3478.0,267.0,164.26,646.3,420.85,199.26,173.4,37.86,760.8,0.03916,1916.0
2018-11-19,98.72,1010.0,154.1,11746.0,0.535,2373.78,4845.5,46.54,3500.0,266.3,163.24,651.1,424.1,197.99,171.9,37.315,763.6,0.0388,1924.5
2018-11-20,102.2,1005.0,151.51,11742.0,0.5305,2341.6,4809.5,45.3,3454.5,253.0,163.5,653.9,413.55,194.21,169.0,36.79,750.8,0.03743,1902.0
2018-11-21,108.8,1015.8,152.4,11820.0,0.5325,2357.97,4800.0,44.915,3496.0,252.4,162.66,664.7,411.85,197.5,172.0,36.93,758.3,0.03722,1909.0
2018-11-22,109.9,1006.6,153.91,11876.0,0.5406,2369.53,4813.5,46.4,3493.0,253.95,163.86,666.1,411.1,199.4,172.9,37.48,755.0,0.0373,1921.0
2018-11-23,113.74,1002.0,151.79,11954.0,0.541,2342.97,4670.0,46.1,3461.0,248.9,164.86,661.0,405.2,197.3,171.3,38.12,726.7,0.03706,1898.5
2018-11-26,110.9,998.0,149.53,11959.0,0.5261,2308.5,4623.0,45.78,3490.0,247.5,162.28,690.0,407.0,188.5,166.5,37.95,705.7,0.036695,1920.0
2018-11-27,113.28,986.4,153.8,12379.0,0.526,2338.71,4689.0,46.5,3500.0,249.0,161.2,684.4,419.8,191.03,167.29,37.2,705.0,0.03683,1945.0
2018-11-28,113.6,997.1,165.58,12770.0,0.5234,2381.12,4717.5,45.88,3500.0,248.7,159.04,682.0,421.45,190.2,167.4,37.4,725.6,0.03758,1945.5
2018-11-29,113.14,1003.0,164.99,12691.0,0.5249,2398.56,4766.0,46.0,3500.0,252.7,160.96,668.0,417.0,195.76,171.5,37.145,714.0,0.03803,1967.5
2018-11-30,114.4,1002.7,161.29,12738.0,0.5046,2392.5,4896.0,46.805,3500.0,247.55,158.36,667.3,423.1,194.0,169.0,37.75,712.7,0.0373,1965.0
2018-12-03,111.84,978.0,165.4,12817.0,0.5078,2441.19,5098.5,46.1,3500.0,248.7,161.44,663.6,434.0,200.3,173.5,37.67,743.8,0.0376,1989.0
