TRADEDATE,AAPL,AMZN,BABA,DIS,EBAY,F,FB,GOOGL,INTC,KO,MCD,MSFT,NFLX,NKE,SBUX,T,TSLA,^GSPC
2015-01-29,29.725000381469727,311.7799987792969,89.80999755859375,93.22000122070312,22.710437774658203,14.850000381469727,78.0,513.22998046875,34.209999084472656,42.099998474121094,93.2699966430664,42.0099983215332,63.400001525878906,47.435001373291016,44.525001525878906,32.959999084472656,41.040000915527344,2021.25
2015-01-30,29.290000915527344,354.5299987792969,89.08000183105469,90.95999908447266,22.306396484375,14.710000038146973,75.91000366210938,537.5499877929688,33.040000915527344,41.16999816894531,92.44000244140625,40.400001525878906,63.11428451538086,46.125,43.76499938964844,32.91999816894531,40.720001220703125,1994.989990234375
2015-02-02,29.657499313354492,364.4700012207031,90.12999725341797,91.93000030517578,22.6052188873291,15.270000457763672,74.98999786376953,532.2000122070312,33.650001525878906,41.59000015258789,92.51000213623047,41.279998779296875,63.0099983215332,45.959999084472656,43.994998931884766,33.560001373291016,42.1879997253418,2020.8499755859375
2015-02-03,29.662500381469727,363.54998779296875,90.61000061035156,94.0999984741211,22.83249282836914,15.649999618530273,75.4000015258789,533.2999877929688,33.70000076293945,41.630001068115234,93.91999816894531,41.599998474121094,65.27428436279297,46.67499923706055,44.244998931884766,34.34000015258789,43.672000885009766,2050.030029296875
2015-02-04,29.889999389648438,364.75,90.0,101.27999877929688,22.6052188873291,15.869999885559082,75.62999725341797,526.0999755859375,33.599998474121094,41.68000030517578,94.05000305175781,41.84000015258789,64.10143280029297,46.27000045776367,44.349998474121094,34.40999984741211,43.709999084472656,2041.510009765625
2015-02-05,29.985000610351562,373.8900146484375,87.0,102.63999938964844,22.849327087402344,15.850000381469727,75.61000061035156,529.8300170898438,33.939998626708984,41.790000915527344,94.33999633789062,42.45000076293945,64.12999725341797,46.66999816894531,44.81999969482422,34.540000915527344,44.198001861572266,2062.52001953125
2015-02-06,29.732500076293945,374.2799987792969,85.68000030517578,102.0199966430664,22.93770980834961,15.859999656677246,74.47000122070312,533.8800048828125,33.29999923706055,41.45000076293945,93.98999786376953,42.40999984741211,63.47999954223633,45.89500045776367,44.5,34.869998931884766,43.47200012207031,2055.469970703125
2015-02-09,29.93000030517578,370.55999755859375,86.0,101.7300033569336,22.866161346435547,15.920000076293945,74.44000244140625,529.280029296875,32.93000030517578,41.22999954223633,92.72000122070312,42.36000061035156,63.29571533203125,45.584999084472656,44.40999984741211,34.63999938964844,43.49599838256836,2046.739990234375
2015-02-10,30.5049991607666,373.0,87.26000213623047,101.91999816894531,23.26178550720215,16.09000015258789,75.19000244140625,540.1599731445312,33.70000076293945,42.400001525878906,94.0199966430664,42.599998474121094,64.8499984741211,46.375,45.59000015258789,34.849998474121094,43.257999420166016,2068.590087890625
2015-02-11,31.219999313354492,375.1400146484375,86.0,101.87000274658203,23.20707130432129,16.25,76.51000213623047,538.0,33.54999923706055,42.369998931884766,94.20999908447266,42.380001068115234,64.98428344726562,45.654998779296875,45.39500045776367,34.38999938964844,42.560001373291016,2068.530029296875
2015-02-12,31.614999771118164,377.1700134277344,87.0999984741211,103.58000183105469,23.038721084594727,16.360000610351562,76.2300033569336,546.010009765625,34.130001068115234,42.16999816894531,95.08999633789062,43.09000015258789,65.24714660644531,46.0,45.915000915527344,34.61000061035156,40.57600021362305,2088.47998046875
2015-02-13,31.770000457763672,381.8299865722656,89.05000305175781,104.16999816894531,23.766834259033203,16.299999237060547,75.73999786376953,551.1599731445312,34.36000061035156,41.9900016784668,95.6500015258789,43.869998931884766,66.5857162475586,46.02000045776367,45.790000915527344,34.65999984741211,40.75400161743164,2096.989990234375
2015-02-17,31.957500457763672,375.42999267578125,86.8499984741211,104.12000274658203,23.745790481567383,16.110000610351562,75.5999984741211,545.010009765625,34.7400016784668,41.810001373291016,94.3499984741211,43.58000183105469,67.13714599609375,45.93000030517578,46.01499938964844,34.709999084472656,40.869998931884766,2100.340087890625
2015-02-18,32.18000030517578,373.3699951171875,86.73999786376953,103.86000061035156,23.947811126708984,16.209999084472656,76.70999908447266,542.6500244140625,34.27000045776367,41.72999954223633,94.58000183105469,43.529998779296875,67.86571502685547,46.810001373291016,46.5,34.4900016784668,40.891998291015625,2099.679931640625
2015-02-19,32.11249923706055,379.0,86.88999938964844,103.88999938964844,24.26346778869629,16.43000030517578,79.41999816894531,546.4500122070312,34.209999084472656,42.11000061035156,94.19000244140625,43.5,67.80000305175781,46.849998474121094,46.584999084472656,34.09000015258789,42.34199905395508,2097.449951171875
2015-02-20,32.375,383.6600036621094,86.63999938964844,104.55000305175781,24.419191360473633,16.399999618530273,79.9000015258789,541.7999877929688,34.40999984741211,41.970001220703125,94.19000244140625,43.86000061035156,68.31428527832031,47.46500015258789,46.755001068115234,34.08000183105469,43.422000885009766,2110.300048828125
2015-02-23,33.25,380.1400146484375,85.47000122070312,104.98999786376953,24.440235137939453,16.3799991607666,78.83999633789062,535.0,33.7599983215332,41.849998474121094,94.30999755859375,44.150001525878906,67.40571594238281,47.505001068115234,46.790000915527344,33.849998474121094,41.46799850463867,2109.659912109375
2015-02-24,33.04249954223633,378.5899963378906,84.69000244140625,104.66999816894531,24.579124450683594,16.360000610351562,78.44999694824219,538.6500244140625,34.40999984741211,42.130001068115234,94.9800033569336,44.09000015258789,67.83999633789062,47.709999084472656,46.724998474121094,34.04999923706055,40.821998596191406,2115.47998046875
2015-02-25,32.1974983215332,385.3699951171875,86.19000244140625,105.56999969482422,24.558080673217773,16.510000228881836,79.55999755859375,547.3300170898438,33.95000076293945,42.04999923706055,98.66000366210938,43.9900016784668,68.33285522460938,48.40999984741211,47.130001068115234,34.209999084472656,40.75199890136719,2113.860107421875
2015-02-26,32.60499954223633,384.79998779296875,85.37000274658203,104.55999755859375,24.638046264648438,16.3799991607666,80.41000366210938,559.2899780273438,33.650001525878906,42.459999084472656,99.51000213623047,44.060001373291016,69.00428771972656,48.494998931884766,47.275001525878906,34.5,41.4379997253418,2110.739990234375
2015-02-27,32.1150016784668,380.1600036621094,85.12000274658203,104.08000183105469,24.372896194458008,16.34000015258789,78.97000122070312,562.6300048828125,33.25,43.29999923706055,98.9000015258789,43.849998474121094,67.84428405761719,48.560001373291016,46.744998931884766,34.560001373291016,40.667999267578125,2104.5
2015-03-02,32.272499084472656,385.6600036621094,84.0,105.88999938964844,24.570707321166992,16.56999969482422,79.75,575.02001953125,34.060001373291016,43.20000076293945,100.0,43.880001068115234,68.60713958740234,49.375,47.1150016784668,34.63999938964844,39.465999603271484,2117.389892578125
2015-03-03,32.34000015258789,384.6099853515625,81.58000183105469,106.3499984741211,24.52020263671875,16.170000076293945,79.5999984741211,578.7899780273438,34.099998474121094,42.95000076293945,99.73999786376953,43.279998779296875,67.81571197509766,48.98500061035156,47.0,34.40999984741211,39.9119987487793,2107.780029296875
2015-03-04,32.1349983215332,382.7200012207031,85.48999786376953,105.56999969482422,24.54124641418457,16.030000686645508,80.9000015258789,578.3300170898438,34.119998931884766,42.5,100.25,43.060001373291016,67.11000061035156,48.7599983215332,46.529998779296875,34.0,40.487998962402344,2098.530029296875
2015-03-05,31.602500915527344,387.8299865722656,86.0999984741211,105.02999877929688,24.865320205688477,16.110000610351562,81.20999908447266,581.4299926757812,33.72999954223633,42.400001525878906,99.11000061035156,43.11000061035156,66.80714416503906,49.22999954223633,46.814998626708984,34.0,40.125999450683594,2101.0400390625
2015-03-06,31.649999618530273,380.0899963378906,84.4000015258789,103.81999969482422,25.197811126708984,15.930000305175781,80.01000213623047,572.9000244140625,33.189998626708984,41.52000045776367,97.12999725341797,42.36000061035156,64.87428283691406,48.45500183105469,46.11000061035156,33.47999954223633,38.7760009765625,2071.260009765625
2015-03-09,31.78499984741211,378.55999755859375,82.52999877929688,105.26000213623047,25.593433380126953,16.030000686645508,79.44000244140625,574.0999755859375,32.720001220703125,41.38999938964844,97.70999908447266,42.849998474121094,63.66143035888672,48.71500015258789,46.52000045776367,33.349998474121094,38.17599868774414,2079.429931640625
2015-03-10,31.127500534057617,369.510009765625,82.97000122070312,103.08999633789062,24.920034408569336,15.720000267028809,77.55000305175781,559.8499755859375,31.700000762939453,40.689998626708984,96.29000091552734,42.029998779296875,62.15142822265625,48.255001068115234,46.09000015258789,32.779998779296875,38.06399917602539,2044.1600341796875
2015-03-11,30.559999465942383,366.3699951171875,81.98999786376953,102.88999938964844,25.11784553527832,15.75,77.56999969482422,555.6900024414062,32.33000183105469,40.099998474121094,94.95999908447266,41.97999954223633,62.88428497314453,47.66999816894531,45.709999084472656,32.619998931884766,38.74800109863281,2040.239990234375
2015-03-12,31.112499237060547,374.239990234375,81.91999816894531,107.16999816894531,25.004209518432617,16.170000076293945,78.93000030517578,561.1699829101562,30.799999237060547,40.56999969482422,96.25,41.02000045776367,64.04571533203125,48.52000045776367,46.689998626708984,33.130001068115234,38.2140007019043,2065.949951171875
2015-03-13,30.897499084472656,370.5799865722656,81.86000061035156,106.44000244140625,24.86111068725586,16.200000762939453,78.05000305175781,553.0,30.93000030517578,39.90999984741211,96.3499984741211,41.380001068115234,62.628570556640625,47.904998779296875,46.64500045776367,32.7599983215332,37.736000061035156,2053.39990234375
2015-03-16,31.237499237060547,373.3500061035156,84.0,107.37000274658203,25.071548461914062,16.489999771118164,78.06999969482422,561.6400146484375,30.829999923706055,40.290000915527344,97.1500015258789,41.560001373291016,60.281429290771484,48.220001220703125,47.025001525878906,33.060001373291016,39.13999938964844,2081.18994140625
2015-03-17,31.760000228881836,371.9200134277344,84.5,106.95999908447266,25.037879943847656,16.389999389648438,79.36000061035156,557.6099853515625,30.59000015258789,40.5099983215332,96.16999816894531,41.70000076293945,59.788570404052734,48.27000045776367,47.19499969482422,32.900001525878906,38.94599914550781,2074.280029296875
2015-03-18,32.11750030517578,375.1400146484375,84.58999633789062,107.97000122070312,24.591751098632812,16.459999084472656,80.91000366210938,566.1599731445312,30.889999389648438,40.599998474121094,97.0,42.5,60.44571304321289,48.755001068115234,47.91999816894531,33.59000015258789,40.141998291015625,2099.5
2015-03-19,31.875,373.239990234375,85.73999786376953,107.37000274658203,24.36026954650879,16.34000015258789,82.75,563.6699829101562,30.739999771118164,40.02000045776367,95.9800033569336,42.290000915527344,60.744285583496094,49.15999984741211,48.880001068115234,33.20000076293945,39.130001068115234,2089.27001953125
2015-03-20,31.475000381469727,378.489990234375,85.19999694824219,108.43000030517578,24.38131332397461,16.479999542236328,83.80000305175781,564.9500122070312,31.309999465942383,40.650001525878906,97.05000305175781,42.880001068115234,61.18571472167969,50.9900016784668,48.72999954223633,33.22999954223633,39.61600112915039,2108.10009765625
2015-03-23,31.802499771118164,375.1099853515625,84.25,108.22000122070312,24.671716690063477,16.56999969482422,84.43000030517578,565.3699951171875,31.200000762939453,40.619998931884766,98.62000274658203,42.86000061035156,60.71428680419922,50.72999954223633,48.685001373291016,33.279998779296875,39.92599868774414,2104.419921875
2015-03-24,31.672500610351562,374.0899963378906,83.62999725341797,107.11000061035156,25.046295166015625,16.559999465942383,85.30999755859375,577.5399780273438,30.790000915527344,40.470001220703125,99.36000061035156,42.900001525878906,62.611427307128906,50.32500076293945,48.959999084472656,33.06999969482422,40.34400177001953,2091.5
2015-03-25,30.844999313354492,370.9599914550781,83.75,105.0,24.43602752685547,16.18000030517578,82.91999816894531,567.0,29.889999389648438,40.45000076293945,98.13999938964844,41.459999084472656,60.25,49.494998931884766,47.8849983215332,32.619998931884766,38.86000061035156,2061.050048828125
2015-03-26,31.059999465942383,367.3500061035156,84.16999816894531,105.23999786376953,24.20875358581543,16.010000228881836,83.01000213623047,563.6400146484375,30.079999923706055,40.349998474121094,97.63999938964844,41.209999084472656,59.75143051147461,49.665000915527344,47.540000915527344,32.81999969482422,38.082000732421875,2056.14990234375
2015-03-27,30.8125,370.55999755859375,84.58000183105469,105.4800033569336,24.255050659179688,15.979999542236328,83.30000305175781,557.5499877929688,32.0,40.08000183105469,96.95999908447266,40.970001220703125,59.25285720825195,49.939998626708984,47.53499984741211,32.75,37.0,2061.02001953125
2015-03-30,31.592500686645508,374.5899963378906,83.9000015258789,106.12000274658203,24.38131332397461,16.15999984741211,83.19999694824219,561.1400146484375,31.459999084472656,40.5099983215332,97.87999725341797,40.959999084472656,60.36714172363281,50.44499969482422,47.9900016784668,32.970001220703125,38.11399841308594,2086.239990234375
2015-03-31,31.107500076293945,372.1000061035156,83.23999786376953,104.88999938964844,24.276094436645508,16.139999389648438,82.22000122070312,554.7000122070312,31.270000457763672,40.54999923706055,97.44000244140625,40.65999984741211,59.52714157104492,50.165000915527344,47.349998474121094,32.650001525878906,37.75400161743164,2067.889892578125
2015-04-01,31.0625,370.260009765625,82.36000061035156,105.44000244140625,24.044612884521484,15.90999984741211,81.66999816894531,549.489990234375,30.809999465942383,40.68000030517578,96.29000091552734,40.720001220703125,59.01714324951172,49.775001525878906,46.5099983215332,32.88999938964844,37.518001556396484,2059.68994140625
2015-04-02,31.329999923706055,372.25,82.27999877929688,106.0,23.9520206451416,16.030000686645508,81.55999755859375,541.3099975585938,30.809999465942383,40.68000030517578,95.83000183105469,40.290000915527344,59.1542854309082,49.83000183105469,47.19499969482422,33.130001068115234,38.20000076293945,2066.9599609375
2015-04-06,31.837499618530273,377.0400085449219,81.81999969482422,105.62999725341797,23.914140701293945,16.0,82.44000244140625,543.9500122070312,31.040000915527344,41.16999816894531,96.27999877929688,41.54999923706055,60.33000183105469,49.8650016784668,47.2599983215332,33.33000183105469,40.619998931884766,2080.6201171875
2015-04-07,31.502500534057617,374.4100036621094,82.20999908447266,105.43000030517578,24.023569107055664,15.899999618530273,82.31999969482422,544.8599853515625,31.260000228881836,41.0099983215332,96.3499984741211,41.529998779296875,60.494285583496094,49.80500030517578,47.03499984741211,33.15999984741211,40.650001525878906,2076.330078125
2015-04-08,31.399999618530273,381.20001220703125,85.38999938964844,106.36000061035156,24.036195755004883,15.979999542236328,82.27999877929688,548.8400268554688,31.309999465942383,40.88999938964844,96.8499984741211,41.41999816894531,63.04999923706055,50.41999816894531,47.6150016784668,32.650001525878906,41.534000396728516,2081.89990234375
2015-04-09,31.639999389648438,383.5400085449219,86.13999938964844,106.7699966430664,23.994108200073242,15.949999809265137,82.16999816894531,548.02001953125,31.239999771118164,41.04999923706055,96.55000305175781,41.47999954223633,62.78571319580078,50.36000061035156,47.959999084472656,32.689998626708984,42.018001556396484,2091.179931640625
2015-04-10,31.774999618530273,382.6499938964844,84.58000183105469,106.94999694824219,24.132997512817383,16.030000686645508,82.04000091552734,548.5399780273438,31.93000030517578,40.880001068115234,97.80000305175781,41.720001220703125,64.93856811523438,49.98500061035156,48.16999816894531,32.77000045776367,42.18000030517578,2102.06005859375
2015-04-13,31.712499618530273,382.3599853515625,84.27999877929688,106.51000213623047,23.964645385742188,15.869999885559082,83.01000213623047,548.6400146484375,31.729999542236328,40.70000076293945,97.44000244140625,41.7599983215332,67.81143188476562,49.6349983215332,48.5,32.880001068115234,41.95600128173828,2092.429931640625
2015-04-14,31.575000762939453,385.1099853515625,85.0,106.66000366210938,23.968854904174805,15.970000267028809,83.5199966430664,539.780029296875,31.489999771118164,40.5099983215332,97.58000183105469,41.650001525878906,68.38714599609375,49.76499938964844,48.29999923706055,32.689998626708984,41.492000579833984,2095.840087890625
2015-04-15,31.69499969482422,383.45001220703125,84.66999816894531,106.9800033569336,23.998315811157227,16.06999969482422,82.70999908447266,541.0399780273438,32.83000183105469,40.400001525878906,96.44000244140625,42.2599983215332,67.92285919189453,49.915000915527344,48.13999938964844,32.88999938964844,41.566001892089844,2106.6298828125
2015-04-16,31.542499542236328,386.0400085449219,84.05999755859375,108.0999984741211,24.00673484802246,15.9399995803833,82.30999755859375,543.52001953125,32.869998931884766,40.599998474121094,95.62999725341797,42.15999984741211,80.29285430908203,49.95000076293945,48.25,32.75,41.34000015258789,2104.989990234375
2015-04-17,31.1875,375.55999755859375,81.9000015258789,106.69000244140625,23.480640411376953,15.760000228881836,80.77999877929688,532.739990234375,32.470001220703125,40.29999923706055,94.87999725341797,41.619998931884766,81.6500015258789,49.275001525878906,47.619998931884766,32.5099983215332,41.358001708984375,2081.179931640625
2015-04-20,31.899999618530273,389.510009765625,82.19999694824219,108.22000122070312,23.598485946655273,15.90999984741211,83.08999633789062,544.530029296875,32.72999954223633,40.65999984741211,96.18000030517578,42.90999984741211,81.05571746826172,49.994998931884766,47.970001220703125,32.83000183105469,41.05400085449219,2100.39990234375
2015-04-21,31.727500915527344,391.17999267578125,82.41999816894531,107.68000030517578,23.745790481567383,15.819999694824219,83.62000274658203,542.9199829101562,32.43000030517578,40.779998779296875,94.87000274658203,42.63999938964844,80.06285858154297,50.14500045776367,48.369998931884766,32.65999984741211,41.88199996948242,2097.2900390625
2015-04-22,32.154998779296875,389.79998779296875,82.05000305175781,107.94000244140625,23.884679794311523,15.90999984741211,84.62999725341797,549.1799926757812,32.70000076293945,41.310001373291016,97.83999633789062,42.9900016784668,79.66857147216797,50.07500076293945,48.34000015258789,32.86000061035156,43.88800048828125,2107.9599609375
2015-04-23,32.41749954223633,389.989990234375,82.27999877929688,109.0,24.785354614257812,15.760000228881836,82.41000366210938,557.4600219726562,32.349998474121094,40.95000076293945,97.0,43.34000015258789,79.86571502685547,50.55500030517578,49.43000030517578,34.22999954223633,43.720001220703125,2112.929931640625
2015-04-24,32.56999969482422,445.1000061035156,84.56999969482422,109.52999877929688,24.91582489013672,15.770000457763672,81.52999877929688,573.6599731445312,32.08000183105469,40.88999938964844,98.73999786376953,47.869998931884766,79.77143096923828,50.474998474121094,51.84000015258789,34.0099983215332,43.68600082397461,2117.68994140625
2015-04-27,33.162498474121094,438.55999755859375,84.9000015258789,110.16000366210938,24.869529724121094,15.899999618530273,81.91000366210938,566.1199951171875,32.5,40.83000183105469,96.44000244140625,48.029998779296875,80.86856842041016,50.470001220703125,50.869998931884766,34.09000015258789,46.310001373291016,2108.919921875
2015-04-28,32.63999938964844,429.30999755859375,85.08000183105469,109.91999816894531,25.03367042541504,16.059999465942383,80.68000030517578,564.3699951171875,33.02000045776367,40.77000045776367,96.83000183105469,49.15999984741211,80.43714141845703,49.93000030517578,50.61000061035156,34.86000061035156,46.09600067138672,2114.760009765625
2015-04-29,32.15999984741211,429.3699951171875,82.44999694824219,109.80999755859375,24.781145095825195,16.020000457763672,80.47000122070312,561.3900146484375,32.88999938964844,40.4900016784668,97.0199966430664,49.060001373291016,80.40714263916016,50.084999084472656,50.650001525878906,34.7599983215332,46.4900016784668,2106.85009765625
2015-04-30,31.287500381469727,421.7799987792969,81.29000091552734,108.72000122070312,24.52020263671875,15.800000190734863,78.7699966430664,548.77001953125,32.54999923706055,40.560001373291016,96.55000305175781,48.63999938964844,79.5,49.41999816894531,49.58000183105469,34.63999938964844,45.209999084472656,2085.510009765625
2015-05-01,32.23749923706055,422.8699951171875,81.16999816894531,110.5199966430664,24.95791244506836,15.8100004196167,78.98999786376953,551.1599731445312,33.41999816894531,40.90999984741211,97.80000305175781,48.65999984741211,79.57571411132812,50.38999938964844,50.290000915527344,34.41999816894531,45.20600128173828,2108.2900390625
2015-05-04,32.17499923706055,423.0400085449219,80.58999633789062,111.02999877929688,24.877946853637695,15.779999732971191,78.80999755859375,552.8400268554688,33.43000030517578,40.959999084472656,96.12999725341797,48.2400016784668,79.27143096923828,50.415000915527344,50.45000076293945,34.529998779296875,46.10200119018555,2114.489990234375
2015-05-05,31.450000762939453,421.19000244140625,79.54000091552734,110.80999755859375,24.385522842407227,15.529999732971191,77.55999755859375,543.0399780273438,32.63999938964844,40.75,96.12999725341797,47.599998474121094,80.79285430908203,50.209999084472656,49.40999984741211,33.720001220703125,46.59000015258789,2089.4599609375
2015-05-06,31.252500534057617,419.1000061035156,80.0,109.72000122070312,24.196128845214844,15.479999542236328,78.0999984741211,535.0800170898438,32.220001220703125,40.65999984741211,96.38999938964844,46.279998779296875,80.07714080810547,50.11000061035156,48.93000030517578,33.380001068115234,46.08599853515625,2080.14990234375
2015-05-07,31.315000534057617,426.8800048828125,86.0,109.26000213623047,24.393938064575195,15.510000228881836,78.43000030517578,542.0399780273438,32.2400016784668,40.70000076293945,96.77999877929688,46.70000076293945,80.74857330322266,50.724998474121094,49.349998474121094,33.369998931884766,47.36000061035156,2088.0
2015-05-08,31.905000686645508,433.69000244140625,87.05999755859375,110.11000061035156,24.755891799926758,15.670000076293945,78.51000213623047,548.9500122070312,32.79999923706055,40.97999954223633,98.2300033569336,47.75,82.0857162475586,51.220001220703125,49.779998779296875,33.689998626708984,47.321998596191406,2116.10009765625
2015-05-11,31.579999923706055,432.8500061035156,86.72000122070312,108.5999984741211,24.553871154785156,15.649999618530273,78.01000213623047,545.780029296875,32.689998626708984,40.939998626708984,97.51000213623047,47.369998931884766,84.27857208251953,51.39500045776367,49.5,33.4900016784668,47.89799880981445,2105.330078125
2015-05-12,31.467500686645508,431.0199890136719,86.7699966430664,109.23999786376953,24.537036895751953,15.5600004196167,77.45999908447266,538.72998046875,32.25,40.689998626708984,97.94999694824219,47.349998474121094,83.37714385986328,51.185001373291016,49.709999084472656,33.65999984741211,48.948001861572266,2099.1201171875
2015-05-13,31.502500534057617,426.8699951171875,87.52999877929688,109.19000244140625,24.751684188842773,15.40999984741211,78.44000244140625,539.489990234375,32.63999938964844,41.04999923706055,97.3499984741211,47.630001068115234,82.87285614013672,51.08000183105469,49.59000015258789,33.900001525878906,48.63600158691406,2098.47998046875
2015-05-14,32.23749923706055,432.2799987792969,88.4000015258789,109.93000030517578,25.294612884521484,15.270000457763672,81.37000274658203,549.2000122070312,32.970001220703125,41.5,97.70999908447266,48.720001220703125,83.8357162475586,51.720001220703125,50.560001373291016,34.130001068115234,48.81999969482422,2121.10009765625
2015-05-15,32.192501068115234,426.0,88.45999908447266,110.30000305175781,25.004209518432617,15.479999542236328,80.41999816894531,546.489990234375,32.9900016784668,41.52000045776367,98.04000091552734,48.29999923706055,87.60713958740234,52.4900016784668,50.79999923706055,34.33000183105469,49.768001556396484,2122.72998046875
2015-05-18,32.54750061035156,425.239990234375,87.11000061035156,110.33000183105469,25.025253295898438,15.579999923706055,80.87999725341797,546.6699829101562,33.40999984741211,41.31999969482422,98.0199966430664,48.0099983215332,88.26714324951172,52.375,51.18000030517578,34.869998931884766,49.75,2129.199951171875
